created_date,screen_name,retweet_user,weight,state,lat,longi,party,sentiment,congress,bjp,positive,negative,neutral,tweet
3/24/2019 17:56,AninBanerjee,DUMMY,1,Delhi,28.6141793,77.2022662,BJP,negative,0,1,0,1,0,"So a Manipuri of Nepali origin is being fielded by BJP from Darjeeling. An upper caste Kshatriya with RSS background, an entrepreneur, Managing Director of Surya Roshni, Raju Bista is BJP candidate from #Bengal 's Darjeeling. Interesting! #LokSabhaElections2019 https://t.co/lBmViEYZ5X"
3/24/2019 17:56,mahaveernetaji,dr_rajpurohit,1,Maharashtra,19.3025562,73.0588072,BJP,neutral,0,1,0,0,1,"RT @dr_rajpurohit: Challenges before @INCIndia in #LokSabhaElections2019:
#Mh
Prakash Ambedakar+ Owaisi may share anti-BJP votes.

#UP
Tria…"
3/24/2019 17:56,Hindu_11,ANI,1,Delhi,28.6141793,77.2022662,Congress,positive,1,0,1,0,0,"RT @ANI: #WATCH Haryanavi singer &amp; dancer Sapna Chaudhary says, ""I have not joined the Congress party. The photograph with Priyanka Gandhi…"
3/24/2019 17:56,Diwa0kar,cskkanu,1,Bihar,26.34803585,86.2272736575486,BJP,positive,0,1,1,0,0,"RT @cskkanu: Men's rights group want to support @narendramodi ji if he assures us for #MensCommission #PurushAayog 

Otherwise we will be f…"
3/24/2019 17:56,achinth,AAPBangalore,1,Karnataka,12.9791198,77.5912997,Congress,neutral,1,0,0,0,1,"RT @AAPBangalore: IMPORTANT :

Candidate Announcement for the upcoming Loksabha Elections from Uttar Pradesh, Bihar, Odisha and Andaman &amp; N…"
3/24/2019 17:56,SaiyedRaihan,DUMMY,1,Chhattisgarh,20.82071695,82.1229768974802,BJP,neutral,0,1,0,0,1,"Proof that casteism still exists in the BJP ranks. The very ideas our freedom fighters fought against during the inception of our great nation is sadly being flaunted as a privilege by our lawmakers.
#LokSabhaElections2019 #VoteKar #ChowkidarNahiInsaaniyatChahiye #IndiaElects https://t.co/2DjSrtwAMz"
3/24/2019 17:56,Mohanbabu97042,JayGalla,1,Andhra Pradesh,13.6316368,79.4231711,Congress,positive,1,0,1,0,0,RT @JayGalla: The final stop of the day was Perecherla in #Tadikonda Constituency. Was joined by the #MLA #Candidate Sravan Kumar. I am tru…
3/24/2019 17:55,santhoshsd73,timesofindia,1,Tamil Nadu,11.2191692,78.16787,Congress,neutral,1,0,0,0,1,"RT @timesofindia: .@ikamalhaasan not to contest 2019 Lok Sabha polls https://t.co/aPUx2sgCiA

#LokSabhaElections2019 #ElectionsWithTimes ht…"
3/24/2019 17:55,vishnu_koganti,JayGalla,1,Andhra Pradesh,16.2377735,80.6464219,Congress,neutral,1,0,0,0,1,"RT @JayGalla: The tremendous amount of support and excitement that I received from the people of Emani, Mangalagiri reinforced my belief th…"
3/24/2019 17:55,mudytg,ANI,1,Maharashtra,18.5203062,73.8543185,Congress,neutral,1,0,0,0,1,"RT @ANI: #WATCH Haryanavi singer &amp; dancer Sapna Chaudhary says, ""I have not joined the Congress party. The photograph with Priyanka Gandhi…"
3/24/2019 17:55,MyNation,DUMMY,1,Delhi,28.6141793,77.2022662,Congress,positive,1,0,1,0,0,#KamalHaasan not to contest #LokSabhaElections2019. #makkalneedhimaiam @ikamalhaasan https://t.co/Mu5qXEl9gy
3/24/2019 17:55,NaveenManiTrip2,ShahnawazBJP,1,Uttar Pradesh,27.1303344,80.859666,BJP,positive,0,1,1,0,0,RT @ShahnawazBJP: My party has always kept faith in me &amp; previously given me tickets in 6 Lok Sabha Elections. I may not be contesting elec…
3/24/2019 17:55,santoshetti,VinayDokania,1,Maharashtra,18.9387711,72.8353355,BJP,neutral,0,1,0,0,1,"RT @VinayDokania: @Tanvir_Ansari @ShahnawazBJP Reason why Globally acknowledged Mathematician &amp; @NASA
Scientist @ShahnawazBJP was not given…"
3/24/2019 17:55,68pradeepgupta,IndiaToday,1,Delhi,28.6141793,77.2022662,Congress,neutral,1,0,0,0,1,"RT @IndiaToday: #IndiaElects #LokSabhaElections2019 
Priyanka will meet local people and address two public meetings in Faizabad. 

https:/…"
3/24/2019 17:55,manojr808,CTRavi_BJP,1,Karnataka,12.9791198,77.5912997,BJP,positive,0,1,1,0,0,"RT @CTRavi_BJP: JD (S) got eight seats from CONgress to contest the #LokSabhaElections2019 .

With the Devegowda Family getting three seats…"
3/24/2019 17:55,vicks2904,advmonikaarora,1,Andhra Pradesh,17.6901653,83.2770894688427,Congress,neutral,1,0,0,0,1,"RT @advmonikaarora: A question no one dared to ask @RahulGandhi or Gandhi family-
What is their source of income? How his assets increased…"
3/24/2019 17:55,timesofindia,DUMMY,1,Delhi,28.6141793,77.2022662,Congress,positive,1,0,1,0,0,".@ikamalhaasan not to contest 2019 Lok Sabha polls https://t.co/aPUx2sgCiA

#LokSabhaElections2019 #ElectionsWithTimes https://t.co/uTefnFm47b"
3/24/2019 17:54,ksatidass,DUMMY,1,Karnataka,15.3828301,75.1100842,BJP,negative,0,1,0,1,0,"The State shall direct its policy in such a manner as to secure the right of all its CITIZEN to an adequate means of livelihood. ""Are we really getting?"" -Questioning @narendramodi
and expecting an answer before casting my vote in #LokSabhaElections2019 https://t.co/Syqu4jtZHg"
3/24/2019 17:54,imravi42,DUMMY,1,West Bengal,22.5677459,88.3476023,Congress,positive,1,0,1,0,0,"@SushmaSwaraj @fawadchaudhry @IndiainPakistan Urge Every Indians in different Part of the world to please give a active Participation in #LokSabhaElections2019 
#VoteKar"
3/24/2019 17:54,vicks2904,ANI,1,Andhra Pradesh,17.6901653,83.2770894688427,Congress,neutral,1,0,0,0,1,"RT @ANI: #WATCH Haryanavi singer &amp; dancer Sapna Chaudhary says, ""I have not joined the Congress party. The photograph with Priyanka Gandhi…"
3/24/2019 17:54,sharadp15,shruthihm1,1,Karnataka,12.9791198,77.5912997,Congress,positive,1,0,1,0,0,"RT @shruthihm1: Only if our leaders had responded with same quickness for #IBPSMosa, things would have been different. Our youth wouldn't h…"
3/24/2019 17:54,mva14,DUMMY,1,Karnataka,12.9421871,77.6931525750189,Congress,positive,1,0,1,0,0,"#2019Elections are almost concluded and those returning and existing now know where they stand. The take for me is do what is right, votes are counting, no matter the manipulations and having federal might does not guarantee automatic comeback. (1)"
3/24/2019 17:54,Jawahargoel,ZeeNews,1,Delhi,28.6141793,77.2022662,BJP,neutral,0,1,0,0,1,"RT @ZeeNews: . #VoteKar: @narendramodi reaches out to popular personalities in Sunday tweetstorm 

#LokSabhaElections2019

https://t.co/PI7…"
3/24/2019 17:54,viragshahca,EconomicTimes,1,Maharashtra,18.9387711,72.8353355,Congress,negative,1,0,0,1,0,"RT @EconomicTimes: #VoteKar #ElectionGuide2019: How can I register as a voter? https://t.co/cKWv7fHOFs

#LokSabhaElections2019 https://t.co…"
3/24/2019 17:53,joymallick,manogyaloiwal,1,West Bengal,22.5677459,88.3476023,BJP,neutral,0,1,0,0,1,"RT @manogyaloiwal: Road Map of @BJP4Bengal @BJP4India in #WestBengal in #IndiaElects #LokSabhaElections2019
@AmitShah
@KailashOnline @Mukul…"
3/24/2019 17:53,SandipP47389330,ZeeNews,1,Uttar Pradesh,28.4670734,77.5137649,BJP,neutral,0,1,0,0,1,"RT @ZeeNews: . #VoteKar: @narendramodi reaches out to popular personalities in Sunday tweetstorm 

#LokSabhaElections2019

https://t.co/PI7…"
3/24/2019 17:53,deshpandeshrini,DUMMY,1,Maharashtra,18.5203062,73.8543185,BJP,neutral,0,1,0,0,1,"#LokSabhaElections2019: If @narendramodi really have a 56-inch chest, then bring back to Kulbhushan Jadhav says @PawarSpeaks during poll campaign from Karad. @HTMumbai 
#ElectionsWithHT #NCP"
3/24/2019 17:53,manojr808,ANI,1,Karnataka,12.9791198,77.5912997,Congress,negative,1,0,0,1,0,"RT @ANI: #WATCH Haryanavi singer &amp; dancer Sapna Chaudhary says, ""I have not joined the Congress party. The photograph with Priyanka Gandhi…"
3/24/2019 17:53,krissh9207,TheQuint,1,Delhi,28.6141793,77.2022662,BJP,neutral,0,1,0,0,1,"RT @TheQuint: Kanhaiya Kumar will be pitted against the BJP’s Giriraj Singh in Begusarai. #LokSabhaElections2019
https://t.co/acSBHKoVMg"
3/24/2019 17:53,Vikaschandar,IndiaToday,1,Maharashtra,18.9387711,72.8353355,BJP,neutral,0,1,0,0,1,"RT @IndiaToday: #IndiaElects
BJP kickstarts campaign for #LokSabhaElections2019, star contenders rally across UP #ITVideo
https://t.co/Noun…"
3/24/2019 17:52,shatakshisoni,timesofindia,1,Karnataka,12.9791198,77.5912997,BJP,neutral,0,1,0,0,1,"RT @timesofindia: Defeat Modi or else he will be prime minister for ever: @ArvindKejriwal https://t.co/uQbGejac0b 

#LokSabhaElections2019…"
3/24/2019 17:52,deesarathi,timesofindia,1,Karnataka,13.9311723,75.569737,Congress,negative,1,0,0,1,0,"RT @timesofindia: I will not contest the Lok Sabha elections: Mayawati, Bahujan Samaj Party (BSP) Chief

#LokSabhaElections2019: https://t.…"
3/24/2019 17:52,modifanArmy,ANI,1,Delhi,28.6141793,77.2022662,Congress,neutral,1,0,0,0,1,"RT @ANI: #WATCH Haryanavi singer &amp; dancer Sapna Chaudhary says, ""I have not joined the Congress party. The photograph with Priyanka Gandhi…"
3/24/2019 17:52,vrmahajan,ANI,1,Karnataka,15.857588,74.5115706,Congress,positive,1,0,1,0,0,"RT @ANI: #WATCH Haryanavi singer &amp; dancer Sapna Chaudhary says, ""I have not joined the Congress party. The photograph with Priyanka Gandhi…"
3/24/2019 17:52,SameerA58867105,IndiaToday,1,Maharashtra,18.9387711,72.8353355,Congress,neutral,1,0,0,0,1,"RT @IndiaToday: #IndiaElects #LokSabhaElections2019 
Priyanka will meet local people and address two public meetings in Faizabad. 

https:/…"
3/24/2019 17:52,sandipmulay3,satishacharya,1,Maharashtra,18.5203062,73.8543185,BJP,positive,0,1,1,0,0,RT @satishacharya: PM Modi vs Star campaigner Modi! Cartoon for @AmarUjalaNews #2019Elections #PakistanDay https://t.co/qlmjYcXRHO
3/24/2019 17:52,Athui4,IndiaToday,1,Manipur,24.8006088,93.9369998,Congress,positive,1,0,1,0,0,"RT @IndiaToday: #IndiaElects #LokSabhaElections2019 
Priyanka will meet local people and address two public meetings in Faizabad. 

https:/…"
3/24/2019 17:52,shashishekhard,kailashwg,1,Karnataka,12.9791198,77.5912997,Congress,neutral,1,0,0,0,1,"RT @kailashwg: @priyankac19 Sister Chatur, on what basis/criteria was out on bail corrupt crooked @KartiPC given #LokSabhaElections2019 tic…"
3/24/2019 17:52,BMSinghDr12,MyNation,1,Uttar Pradesh,27.1752554,78.0098161,BJP,neutral,0,1,0,0,1,"RT @MyNation: Finalising the candidate for #BengaluruSouth gets increasingly difficult for the #BJP. From @Tej_AnanthKumar, party is now co…"
3/24/2019 17:51,ss_suryawanshi,DUMMY,1,Maharashtra,18.9387711,72.8353355,Congress,neutral,1,0,0,0,1,.@PawarSpeaks withdrew his #LokSabhaElections2019 candidature from Madha to pave the way for his grand son Parth Pawar. Parth is son of @AjitPawarSpeaks while @praful_patel for local caste equations. Caste is major factor to select the candidate for Lok Sabha polls.
3/24/2019 17:51,medhparth,ANI,1,Delhi,28.6141793,77.2022662,Congress,negative,1,0,0,1,0,"RT @ANI: #WATCH Haryanavi singer &amp; dancer Sapna Chaudhary says, ""I have not joined the Congress party. The photograph with Priyanka Gandhi…"
3/24/2019 17:51,AmitThaker207,RajAIPC,1,Gujarat,22.25,70.0,Congress,positive,1,0,1,0,0,RT @RajAIPC: Brainstorming meeting of Aipc fellows #Jaipur chapter taken by Our President @KumariRukshmani ji !!We  discussed the #LokSabha…
3/24/2019 17:51,MyNation,DUMMY,1,Delhi,28.6141793,77.2022662,BJP,neutral,0,1,0,0,1,"Finalising the candidate for #BengaluruSouth gets increasingly difficult for the #BJP. From @Tej_AnanthKumar, party is now considering @Tejasvi_Surya? #LokSabhaElections2019 https://t.co/lX0enYoPjp"
3/24/2019 17:51,ManojSa02173345,satishacharya,1,Maharashtra,19.531932,76.0554568,BJP,positive,0,1,1,0,0,RT @satishacharya: PM Modi vs Star campaigner Modi! Cartoon for @AmarUjalaNews #2019Elections #PakistanDay https://t.co/qlmjYcXRHO
3/24/2019 17:51,abhicop2012,HopeTransition,1,Madhya Pradesh,23.2530923,77.3962718,BJP,neutral,0,1,0,0,1,"RT @HopeTransition: @narendramodi Youth has given your govt. 0 out of 10, modi ji. Youth is fed up of Jumla Sarkar and pledged #BoycottBJP…"
3/24/2019 17:51,SRIDHAR0520,advmonikaarora,1,Kerala,11.2934294,75.7647482778487,Congress,neutral,1,0,0,0,1,"RT @advmonikaarora: A question no one dared to ask @RahulGandhi or Gandhi family-
What is their source of income? How his assets increased…"
3/24/2019 17:51,nallaganesh,DUMMY,1,Tamil Nadu,13.0011378,79.9917311,Congress,positive,1,0,1,0,0,"@News18Politics There is no mention of Caste or Religion on Voter Id Card. How could anyone arrive at a count based on Caste and Religion? Just for academic interest I would like to know.

#LokSabhaElections2019"
3/24/2019 17:50,agha_mohsin1,DUMMY,1,Kerala,9.5394144,76.718901,BJP,neutral,0,1,0,0,1,"What is this ??? @SushmaSwaraj @VORdotcom @BJP4India @IndiaToday can you please explain it .
#LokSabhaElections2019 
#StopForcedConversion https://t.co/CQVRmL7iLp"
3/24/2019 17:50,Sudhans04162594,GuideforAll,1,Uttar Pradesh,26.8708952,80.960557,Congress,neutral,1,0,0,0,1,"RT @GuideforAll: - Girish N Gowda Appointed As #Karnataka #LokSabhaElections2019 Ambassador

- #Facebook Will Organise ' Al For India Summi…"
3/24/2019 17:49,rahulrpatel27,ShahnawazBJP,1,Maharashtra,18.9387711,72.8353355,BJP,positive,0,1,1,0,0,"RT @ShahnawazBJP: I will not be contesting from Bhagalpur this time. As part of NDA alliance in Bihar, Nitish Kumar's JDU has taken my seat…"
3/24/2019 17:49,jai_hind41,ShahnawazBJP,1,Delhi,28.6141793,77.2022662,BJP,neutral,0,1,0,0,1,RT @ShahnawazBJP: My party has always kept faith in me &amp; previously given me tickets in 6 Lok Sabha Elections. I may not be contesting elec…
3/24/2019 17:49,madderisuresh,CTRavi_BJP,1,Tamil Nadu,13.0801721,80.2838331,BJP,positive,0,1,1,0,0,"RT @CTRavi_BJP: Dear CM @hd_kumaraswamy Avare,

Your MLA Shivalinge Gowda asks people to throw stones at PM @narendramodi.

Is this what yo…"
